location,package,name,nvloc,cloc,cd
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\event\ChartProgressEventType.java,org.jfree.chart.event,ChartProgressEventType,47,38,0.8085106382978723
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\event\ChartProgressListener.java,org.jfree.chart.event,ChartProgressListener,49,39,0.7959183673469388
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\event\MarkerChangeEvent.java,org.jfree.chart.event,MarkerChangeEvent,63,39,0.6190476190476191
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\event\MarkerChangeListener.java,org.jfree.chart.event,MarkerChangeListener,50,39,0.78
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\event\package-info.java,org.jfree.chart.event,package-info,6,5,0.8333333333333334
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\event\PlotChangeEvent.java,org.jfree.chart.event,PlotChangeEvent,64,40,0.625
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\event\PlotChangeListener.java,org.jfree.chart.event,PlotChangeListener,50,40,0.8
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\event\RendererChangeEvent.java,org.jfree.chart.event,RendererChangeEvent,87,39,0.4482758620689655
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\event\RendererChangeListener.java,org.jfree.chart.event,RendererChangeListener,49,39,0.7959183673469388
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\event\TitleChangeEvent.java,org.jfree.chart.event,TitleChangeEvent,61,38,0.6229508196721312
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\event\TitleChangeListener.java,org.jfree.chart.event,TitleChangeListener,50,40,0.8
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\imagemap\DynamicDriveToolTipTagFragmentGenerator.java,org.jfree.chart.imagemap,DynamicDriveToolTipTagFragmentGenerator,86,46,0.5348837209302325
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\imagemap\ImageMapUtils.java,org.jfree.chart.imagemap,ImageMapUtils,239,40,0.16736401673640167
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\imagemap\OverLIBToolTipTagFragmentGenerator.java,org.jfree.chart.imagemap,OverLIBToolTipTagFragmentGenerator,69,46,0.6666666666666666
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\imagemap\package-info.java,org.jfree.chart.imagemap,package-info,4,3,0.75
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\imagemap\StandardToolTipTagFragmentGenerator.java,org.jfree.chart.imagemap,StandardToolTipTagFragmentGenerator,65,43,0.6615384615384615
